enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
20190318,840.84,84,4.44,CreditCard,1,27,0,0
20190318,493.4412,43.68,27.5,Cheque,0,27,0,0
20190319,721.56,63,7.25,Cash,0,27,0,1
20190319,839.16,42,5.5,Cash,0,27,1,1
20190320,986.2944,126,11,Cash,0,27,1,0
20190322,503.16,21,5.5,CreditCard,0,27,0,0
20190322,986.2944,126,11,Cash,0,27,1,0
20190323,444.3096,42,5.5,Cash,0,27,0,0
20190323,986.2944,504,1.42,DirectDebit,6,27,1,0
20190323,948.36,126,2.75,DirectDebit,0,27,1,0
20190323,503.16,503.16,16.5,Cash,1,27,0,0
20190324,872.7348,21,5.84,Cash,0,27,1,1
20190324,822.36,4.2,5.5,Cash,1,27,0,1
20190324,1032.36,168,4,CreditCard,3,27,1,0
20190324,130.1664,130.1664,10,Cash,0,27,1,0
20190325,888.72,126,4.12,DirectDebit,6,27,0,0
20190325,1029.9744,84,4.28,DirectDebit,3,27,0,0
20190325,503.16,503.16,15,Cash,0,27,1,0
20190325,1048.32,1048.32,6,Cash,0,27,1,0
20190326,847.56,42,8,Cash,0,27,0,1
20190327,637.56,84,8.5,CreditCard,0,27,1,0
20190328,657.72,84,8.5,Cash,0,27,1,0
20190328,684.0288,684.0288,6,Cash,6,27,0,0
20190330,918.8928,84,4.37,CreditCard,0,27,1,0
20190330,385.5852,33.6,38,Cash,5,27,1,0
20190401,532.0896,42,2.75,CreditCard,1,27,0,0
20190401,866.88,866.88,6,Cash,6,27,0,0
20190402,684.558,21,5.83,Cash,0,27,1,1
20190402,906.36,168,10,DirectDebit,0,27,0,0
20190403,488.8296,42,2.75,DirectDebit,5,27,1,0
20190403,1241.52,126,4,DirectDebit,0,27,1,0
20190404,767.8944,126,2.75,CreditCard,3,27,1,0
20190405,844.7376,42,8.5,Cash,3,27,1,0
20190407,721.56,29.4,5.5,Cash,0,27,0,1
20190407,491.1396,491.1396,10.5,Cash,3,27,0,0
20190408,167.16,167.16,9,Cash,5,27,1,0
20190410,805.56,42,4.25,Cash,4,27,1,1
20190410,990.36,42,10,Cash,0,27,1,1
20190410,780.36,42,2.75,Cash,0,27,1,1
20190411,879.9252,33.6,5.89,Cash,1,27,0,1
20190411,965.2776,210,2.75,CreditCard,0,27,1,0
20190412,797.16,42,2.75,Cash,0,27,0,1
20190414,738.36,84,2.75,Cash,3,27,1,0
20190416,1115.52,84,10,Cheque,1,27,1,0
20190419,847.56,42,4,DirectDebit,0,27,1,0
20190419,1132.2528,84,2.75,DirectDebit,0,27,1,0
20190420,799.2768,799.2768,6,Cash,7,27,1,0
20190421,738.36,210,2.75,CreditCard,1,27,0,0
20190423,345.8868,172.9476,8,DirectDebit,0,27,1,0
20190423,125.16,125.16,10,Cash,1,27,0,0
20190425,738.36,84,2.75,Cash,6,27,1,0
20190425,1010.0076,42,11,Cash,1,27,0,0
20190425,178.8612,42,35.15,Cash,1,27,1,0
20190426,696.36,42,4,CreditCard,0,27,0,0
20190428,403.5612,403.5612,14.92,Cash,0,27,0,0
20190429,738.36,738.36,6,Cash,6,27,0,0
20190429,1115.52,84,6,DirectDebit,1,27,1,0
20190429,209.16,209.16,8,Cash,0,27,0,0
20190430,1149.12,147,6,CreditCard,3,27,0,0
20190501,964.32,147,5.5,Cheque,0,27,1,0
20190502,880.32,880.32,6,Cash,0,27,1,0
20190503,499.2036,42.84,5.51,Cash,3,27,1,0
20190505,461.16,84,5.5,Cash,0,27,1,0
20190506,759.36,63,5.5,Cheque,1,27,0,0
20190507,461.16,42,5.5,CreditCard,0,27,0,0
20190508,125.16,125.16,9,Cash,6,27,1,0
20190508,755.16,84,5.5,Cash,0,27,1,0
20190510,313.6812,313.6812,11,Cash,0,27,0,0
20190512,493.4412,42,5.5,CreditCard,0,27,0,0
20190513,948.36,42,5.5,DirectDebit,0,27,0,0
20190513,906.36,126,5.5,DirectDebit,0,27,1,0
20190515,410.76,410.76,9,Cash,6,27,1,0
20190517,607.32,126,5.5,CreditCard,0,27,0,0
20190519,822.36,4.2,5.5,Cheque,0,27,0,0
20190520,880.32,880.32,6,Cash,0,27,1,0
20190521,781.0908,0,22,Cash,0,27,0,0
20190521,880.32,440.16,6,CreditCard,1,27,1,0
20190522,1115.52,147,5.5,DirectDebit,5,27,0,0
20190523,986.2944,42,5.5,Cash,1,27,1,0
20190523,976.6092,84,5.5,Cash,0,27,0,0
20190524,942.6144,126,5.72,Cash,0,27,0,1
20190527,738.36,738.36,6,Cash,5,27,0,0
20190527,1029.9744,42,6,CreditCard,0,27,0,0
20190528,679.56,210,5.5,DirectDebit,0,27,0,0
20190529,1199.52,42,5.5,Cash,0,27,1,1
20190529,948.36,42,6,DirectDebit,1,27,1,0
20190530,906.36,906.36,6,Cash,0,27,0,0
20190530,503.16,25.2,5.5,DirectDebit,0,27,1,0
20190530,1157.52,273,8,Cash,1,27,0,0
20190531,461.16,461.16,10.5,Cash,0,27,0,0
20190531,385.5852,128.5284,36,Cash,0,27,0,0
20190601,1020.9528,1020.9528,6,Cash,0,27,0,0
20190602,351.0864,29.4,24,Cash,0,27,0,1
20190602,822.36,21,12,CreditCard,0,27,0,0
20190602,374.7744,374.7744,10,Cash,0,27,1,0
20190603,1560.72,84,5.5,Cash,4,27,1,0
20190603,965.2776,126,5.5,CreditCard,0,27,0,0
20190605,839.16,4.2,5.5,CreditCard,0,27,0,0
20190606,461.16,461.16,10.5,Cash,0,27,1,0
20190608,461.16,42,5.5,CreditCard,3,27,0,0
20190609,799.2768,168,5.5,Cash,3,27,1,0
20190609,499.2036,84,5.5,DirectDebit,0,27,0,0
20190609,1160.1408,1160.1408,6,Cash,1,27,1,0
20190610,797.16,42,5.5,Cash,0,27,1,1
20190610,906.36,126,5.5,CreditCard,1,27,1,0
20190611,1377.6672,252,5.72,Cash,0,27,0,1
20190612,578.76,29.4,4,Cash,0,27,0,1
20190612,125.16,125.16,9,Cash,1,27,1,0
20190612,313.6812,313.6812,11,Cash,0,27,0,0
20190615,434.3808,21,5.5,CreditCard,3,27,0,0
20190615,330.96,33.6,18,CreditCard,0,27,0,0
20190616,410.76,410.76,6,Cash,0,27,1,0
20190616,479.6064,479.6064,15,Cash,0,27,0,0
20190617,960.5148,84,5.5,Cash,0,27,1,0
20190620,799.2768,126,5.5,Cash,0,27,0,0
20190622,503.16,4.2,2.75,Cash,0,27,1,1
20190622,291.6648,291.6648,19.5,Cash,3,27,1,0
20190622,706.7424,126,5.82,Cheque,0,27,1,0
20190623,721.56,84,14,DirectDebit,1,27,1,0
20190623,263.0124,263.0124,11,Cash,1,27,0,0
20190623,1174.8828,42,6,CreditCard,2,27,0,0
20190624,679.56,679.56,8.5,Cash,3,27,0,0
20190626,1298.4804,25.2,5.96,Cash,0,27,1,1
20190626,738.36,84,5.5,CreditCard,0,27,0,0
20190626,1032.36,4.2,8,Cash,0,27,1,0
20190628,780.36,252,5.5,DirectDebit,6,27,1,0
20190630,801.36,63,5.5,DirectDebit,1,27,1,1
20190630,844.7376,42,5.96,Cash,0,27,1,1
20190702,377.16,15.96,4,Cash,1,27,0,0
20190703,935.6676,32.76,4.33,Cash,0,27,0,1
20190707,125.16,125.16,8,DirectDebit,3,27,1,0
20190708,827.1816,84,4.24,Cash,1,27,1,1
20190708,811.5744,84,4.16,Cash,1,27,1,1
20190708,780.36,42,5.5,DirectDebit,1,27,1,0
20190708,125.16,125.16,5.5,Cash,6,27,0,0
20190708,377.16,377.16,4,Cash,1,27,0,0
20190708,532.644,21,4,CreditCard,2,27,0,0
20190708,427.1904,427.1904,8,Cash,0,27,0,0
20190708,780.36,780.36,3,Cash,0,27,1,0
20190709,399.7896,21,4.24,Cash,1,27,0,1
20190709,598.4916,126,4.5,CreditCard,3,27,1,0
20190709,745.1052,15.96,4,Cheque,0,27,1,0
20190710,545.16,21,5,DirectDebit,3,27,0,0
20190711,864.36,16.8,4,Cash,1,27,1,1
20190711,377.16,377.16,4,Cash,0,27,1,0
20190712,408.2736,15.96,4,Cash,3,27,0,0
20190713,410.76,410.76,8,Cash,3,27,0,0
20190714,886.0992,42,4.31,Cash,0,27,0,1
20190714,479.0268,63,4.25,DirectDebit,4,27,1,0
20190714,822.36,42,4,DirectDebit,0,27,0,0
20190716,1006.32,42,4,Cheque,1,27,1,0
20190717,399.7896,15.96,4.24,Cash,1,27,0,1
20190717,644.6916,15.96,4,CreditCard,2,27,1,0
20190717,125.16,125.16,18.7,Cash,6,27,0,0
20190717,326.76,42,4,CreditCard,0,27,0,0
20190718,377.16,21,4,Cash,0,27,0,0
20190718,629.16,126,9,CreditCard,0,27,0,0
20190719,916.0116,126,4.25,CreditCard,0,27,0,0
20190721,595.56,23.52,4,CreditCard,6,27,1,0
20190721,846.72,147,4.5,DirectDebit,4,27,1,0
20190721,511.56,511.56,11,Cash,4,27,1,0
20190722,406.392,16.8,4,CreditCard,0,27,0,0
20190722,553.56,42,4,Cash,0,27,0,0
20190723,403.5612,15.96,4.28,Cash,3,27,1,0
20190723,377.16,16.8,4,Cash,0,27,0,0
20190724,223.8012,223.8012,29,Cash,0,27,1,0
20190724,1194.48,63,4,CreditCard,0,27,1,0
20190725,377.16,15.96,4,CreditCard,2,27,0,0
20190725,1145.9784,147,6,DirectDebit,0,27,1,0
20190726,439.7568,84,4.25,CreditCard,7,27,1,0
20190727,545.16,21,5,CreditCard,3,27,0,0
20190728,536.76,15.96,3,Cash,0,27,0,1
20190728,654.36,42,17,Cash,1,27,0,0
20190728,612.36,612.36,6,Cash,0,27,1,0
20190730,822.36,84,6,DirectDebit,0,27,1,0
20190730,738.1416,84,9,Cheque,6,27,1,0
20190730,755.16,168,6,Cash,7,27,1,0
20190731,1282.68,57.96,4,Cash,1,27,0,1
20190731,1191.12,33.6,4,Cash,1,27,0,1
20190731,556.0716,42,17,Cheque,6,27,1,0
20190731,2767.9428,168,14.52,CreditCard,0,27,0,0
20190731,671.16,42,12,CreditCard,1,27,0,0
20190731,637.56,84,9,DirectDebit,0,27,1,0
20190801,612.36,126,4,DirectDebit,3,27,0,0
20190802,439.7568,16.8,13,Cheque,0,27,0,0
20190803,755.16,126,4,DirectDebit,0,27,1,0
20190804,629.16,629.16,3,Cash,0,27,1,0
20190805,801.36,63,9,DirectDebit,4,27,1,0
20190805,1728.72,67.2,9,DirectDebit,3,27,0,0
20190806,595.56,42,4,CreditCard,6,27,1,0
20190807,696.36,16.8,12,CreditCard,3,27,0,0
20190807,377.16,126,4,Cheque,0,27,0,0
20190808,652.1676,652.1676,6,Cash,0,27,0,0
20190810,889.2996,105,9,CreditCard,1,27,0,0
20190811,671.16,42,4,Cash,2,27,1,0
20190811,553.56,42,4,DirectDebit,3,27,1,0
20190811,595.56,16.8,4,Cheque,0,27,0,0
20190813,377.16,15.96,4,Cheque,6,27,1,0
20190813,906.36,84,5.5,DirectDebit,0,27,1,0
20190814,1111.4628,42,4,Cash,0,27,1,0
20190816,763.56,126,9,CreditCard,0,27,0,0
20190817,784.56,63,17,Cash,1,27,0,0
20190818,662.8776,84,14,Cash,6,27,1,0
20190819,671.16,42,17,Cash,0,27,0,1
20190819,797.16,42,6,CreditCard,0,27,1,0
20190820,377.16,21,4,CreditCard,0,27,1,0
20190821,916.2216,42,6,CreditCard,6,27,1,0
20190821,821.52,84,17,Cheque,0,27,0,0
20190821,399.7896,31.92,4.25,Cheque,1,27,1,0
20190821,662.8776,84,9,CreditCard,3,27,0,0
20190821,390.9612,390.9612,6,Cash,0,27,0,0
20190822,377.16,15.96,4,Cash,1,27,1,1
20190822,368.76,368.76,15,Cash,3,27,0,0
20190824,780.36,390.18,6,DirectDebit,1,27,0,0
20190825,889.2996,445.2,6,Cash,6,27,1,0
20190826,377.16,16.8,5.5,Cash,0,27,1,1
20190826,736.4028,25.2,4,CreditCard,7,27,0,0
20190826,654.36,42,17,Cash,0,27,1,0
20190826,964.32,964.32,63,Cash,1,27,0,0
20190827,377.16,377.16,16.5,Cash,0,27,1,0
20190828,780.36,84,6,DirectDebit,6,27,1,0
20190828,377.16,15.96,4,Cash,1,27,0,0
20190828,926.52,63,17,DirectDebit,1,27,1,0
20190828,822.36,42,9,DirectDebit,6,27,0,0
20190829,503.16,0.84,6,DirectDebit,0,27,1,0
20190830,598.4916,16.8,8.5,DirectDebit,0,27,0,1
20190830,1058.7864,84,5.5,Cash,0,27,1,0
20190831,670.32,42.84,6,CreditCard,1,27,0,0
20190901,511.56,126,2.75,CreditCard,3,27,0,0
20190901,595.56,25.2,2.75,Cheque,1,27,1,0
20190902,811.5744,84,5.5,Cash,0,27,1,1
20190902,587.16,84,3,CreditCard,0,27,0,0
20190902,470.9712,235.4856,21.45,Cash,4,27,1,0
20190903,390.0876,390.0876,10,Cash,0,27,0,0
20190905,836.934,42,5.5,DirectDebit,0,27,1,0
20190905,587.16,24.36,5.5,Cash,0,27,0,0
20190905,822.36,84,8.5,Cash,0,27,0,0
20190906,0,0,8.05,Cash,0,27,0,0
20190907,839.16,33.6,2.75,Cash,0,27,0,1
20190909,969.36,63,8,Cash,2,27,0,1
20190909,799.2768,210,5.5,DirectDebit,1,27,0,0
20190909,781.0908,0.84,5.5,Cheque,0,27,1,0
20190910,738.36,84,5.5,CreditCard,2,27,0,0
20190911,1188.0288,231,5.5,CreditCard,0,27,0,0
20190911,1004.3712,231,9,CreditCard,1,27,0,0
20190912,738.36,738.36,6,Cash,0,27,1,0
20190914,797.16,42,2.75,Cash,0,27,1,1
20190914,503.16,21,4,Cash,1,27,1,0
20190914,649.32,4.2,2.75,CreditCard,2,27,1,0
20190916,738.36,126,8.5,CreditCard,0,27,0,0
20190918,514.92,4.2,6.5,DirectDebit,0,27,1,0
20190918,565.32,84,2.75,DirectDebit,3,27,1,0
20190918,906.36,126,10,Cash,0,27,1,0
20190919,419.16,419.16,8,Cash,1,27,1,0
20190919,444.6456,444.6456,8,Cash,0,27,1,0
20190919,671.16,671.16,4.5,Cash,0,27,1,0
20190921,780.36,42,5.5,CreditCard,0,27,0,0
20190922,1084.1124,84,2.75,Cheque,6,27,1,0
20190923,718.1412,63,22.5,Cash,0,27,1,1
20190923,839.16,4.2,6,CreditCard,0,27,1,0
20190925,538.3812,21,4,Cash,0,27,1,0
20190925,948.36,42,5.5,DirectDebit,6,27,0,0
20190926,948.36,42,6,CreditCard,1,27,0,0
20190926,786.3576,84,5.5,CreditCard,1,27,1,0
20190927,1658.2692,84,5.5,DirectDebit,1,27,1,0
20190928,738.36,0.84,8,CreditCard,3,27,0,0
20190928,721.56,4.2,2.75,Cheque,0,27,0,0
20190928,503.16,21,6,DirectDebit,5,27,0,0
20190930,533.3496,0.84,4.24,Cash,1,27,0,1
20191003,888.72,42,5.5,DirectDebit,0,27,1,0
20191003,916.0116,42,5.83,CreditCard,0,27,1,0
20191004,990.36,4.2,5.5,Cash,0,27,1,1
20191005,713.16,84,4,CreditCard,0,27,0,0
20191005,1115.52,84,11,Cheque,0,27,1,0
20191006,839.1348,126,9,CreditCard,0,27,0,0
20191007,990.36,16.8,15,Cash,0,27,0,1
20191010,1185.24,1185.24,6,Cash,0,27,0,0
20191013,906.36,210,10,DirectDebit,1,27,1,0
20191013,671.16,671.16,6,Cash,0,27,0,0
20191014,538.3812,168,5.89,CreditCard,6,27,1,0
20191014,360.36,360.36,10,Cash,3,27,1,0
20191014,222.7596,222.7596,10.5,Cash,7,27,1,0
20191014,906.36,84,10,CreditCard,1,27,1,0
20191015,981.1368,126,6,DirectDebit,1,27,1,0
20191016,135.4836,135.4836,17,Cash,0,27,1,0
20191016,1633.5396,105,11,Cash,4,27,1,0
20191018,1199.52,25.2,5.5,Cheque,1,27,1,0
20191018,1025.6904,126,9,Cash,0,27,0,0
20191020,503.16,4.2,5.5,DirectDebit,0,27,1,0
20191020,780.36,42,8.5,Cash,2,27,1,0
20191020,410.76,410.76,4.5,Cash,1,27,0,0
20191021,786.3576,84,14,Cash,1,27,1,0
20191021,671.16,84,9,CreditCard,0,27,0,0
20191021,738.36,738.36,6,Cash,4,27,1,0
20191023,906.36,84,5.5,DirectDebit,3,27,0,0
20191027,972.72,972.72,6,Cash,1,27,1,0
20191028,755.16,84,5.5,Cash,0,27,1,1
20191030,608.8404,84,14,CreditCard,1,27,1,0
20191030,587.16,4.2,5.5,Cheque,1,27,0,0
20191031,863.8392,863.8392,6,Cash,6,27,0,0
20191031,906.36,126,10,CreditCard,2,27,0,0
20191101,880.32,880.32,6,Cash,4,27,1,0
20191102,822.36,16.8,5.5,Cash,0,27,0,1
20191102,377.16,15.96,4,CreditCard,0,27,0,0
20191103,377.16,21,4,Cash,0,27,0,1
20191103,1004.3712,84,12,DirectDebit,0,27,0,0
20191104,738.36,738.36,6,Cash,0,27,1,0
20191105,503.16,21,4,Cash,1,27,0,1
20191105,388.92,15.96,4.5,Cash,0,27,1,0
20191105,533.2656,84,4,Cash,0,27,0,0
20191107,545.16,545.16,6,Cash,0,27,1,0
20191107,980.2296,42,4,Cash,1,27,1,0
20191109,754.32,210,7.5,CreditCard,1,27,0,0
20191110,679.56,15.96,4,DirectDebit,1,27,0,0
20191111,388.92,15.96,4.5,Cash,0,27,1,0
20191112,533.3496,31.92,4.25,Cheque,0,27,1,0
20191113,922.32,168,3,DirectDebit,6,27,0,0
20191114,503.16,16.8,8.5,CreditCard,0,27,1,1
20191114,948.36,42,10,Cash,0,27,0,1
20191115,390.9612,126,14,Cheque,0,27,1,0
20191115,738.36,126,8.5,DirectDebit,1,27,0,0
20191117,738.36,84,4,DirectDebit,1,27,1,0
20191117,947.52,126,8.5,DirectDebit,3,27,1,0
20191118,419.5716,15.96,24,CreditCard,1,27,0,0
20191118,786.3576,84,14,Cheque,0,27,1,0
20191120,1207.5504,84,4,DirectDebit,6,27,1,0
20191120,1207.5504,168,4,CreditCard,0,27,1,0
20191123,1115.52,1115.52,4,Cash,0,27,1,0
20191123,1115.52,147,10,DirectDebit,0,27,1,0
20191123,435.4056,16.8,4,CreditCard,5,27,0,0
20191124,408.2736,16.8,4,Cash,1,27,1,0
20191124,407.022,21,4,DirectDebit,0,27,0,0
20191125,1297.9008,168,4.25,CreditCard,4,27,0,0
20191125,1182.4512,84,4.25,Cash,0,27,0,0
20191125,822.36,21,4,CreditCard,0,27,0,0
20191126,410.76,50.4,4,Cash,0,27,1,0
20191129,398.8488,33.6,4,Cash,1,27,1,1
20191129,986.2944,15.96,4,Cash,0,27,1,1
20191130,964.32,84,17,Cash,0,27,1,1
20191201,125.16,125.16,14.52,Cash,7,27,1,0
20191202,948.36,63,6,CreditCard,4,27,0,0
20191202,654.36,654.36,9,Cash,0,27,0,0
20191203,377.16,84,4,Cash,0,27,0,0
20191204,906.36,210,10,DirectDebit,3,27,0,0
20191204,955.92,168,4,CreditCard,0,27,0,0
20191207,388.92,15.96,4.5,DirectDebit,7,27,1,0
20191208,368.76,368.76,4,Cash,6,27,1,0
20191210,782.6616,84,4,Cash,7,27,1,0
20191210,503.16,4.2,4,CreditCard,1,27,0,0
20191211,377.16,31.92,4,DirectDebit,0,27,1,0
20191211,377.16,15.96,4,DirectDebit,0,27,1,0
20191211,898.9344,42,4,Cash,0,27,0,0
20191212,654.36,84,14,Cheque,0,27,0,0
20191215,671.16,210,4,Cash,0,27,0,0
20191216,503.16,21,4,CreditCard,0,27,0,0
20191216,523.2864,15.96,4,DirectDebit,6,27,1,0
20191217,544.6728,15.96,4,CreditCard,0,27,0,0
20191218,399.7896,15.96,4,CreditCard,6,27,1,0
20191219,706.7424,15.96,4,CreditCard,6,27,0,0
20191219,713.16,126,6,Cheque,0,27,0,0
20191220,542.1612,20.16,4,Cash,1,27,1,0
20191220,782.6616,84,4,Cheque,0,27,0,0
20191222,664.1796,84,9,DirectDebit,1,27,1,0
20191223,1047.48,252,11,DirectDebit,0,27,0,0
20191226,919.6488,42.84,4,Cash,0,27,1,0
20191226,755.16,168,4,CreditCard,0,27,1,0
20191230,1039.92,126,4,CreditCard,0,27,1,0
20191230,298.7964,298.7964,15,Cash,0,27,0,0
20191231,377.16,15.96,4,Cash,1,27,0,1
20191231,1208.886,604.4472,6,Cash,0,27,0,0
20191231,1031.52,84,4,CreditCard,0,27,0,0
20200101,1002.0024,84,12,CreditCard,1,27,0,0
20200102,1039.92,126,11,Cash,0,27,1,1
20200102,822.36,21,5.5,DirectDebit,0,27,0,0
20200103,806.82,63,5.5,DirectDebit,4,27,1,0
20200105,948.36,84,6,DirectDebit,0,27,1,0
20200105,782.6616,84,9,Cash,1,27,1,0
20200105,125.16,125.16,8,Cash,7,27,1,0
20200105,947.52,84,8.5,CreditCard,0,27,0,0
20200107,812.5152,63,17,Cash,0,27,1,1
20200107,657.7116,4.2,8.5,CreditCard,6,27,1,0
20200107,822.0072,63,17,Cash,5,27,0,0
20200108,776.16,63,5.5,Cheque,1,27,0,0
20200108,358.6212,210,0,Cash,0,27,1,0
20200109,1039.92,210,5.5,DirectDebit,0,27,1,0
20200110,696.36,42,8,CreditCard,3,27,1,0
20200111,503.16,0,5.5,DirectDebit,0,27,1,0
20200111,503.16,21.84,5.5,CreditCard,5,27,0,0
20200111,351.0864,54.6,24,Cheque,0,27,0,0
20200112,939.96,210,6.5,DirectDebit,4,27,0,0
20200112,1048.32,210,6.5,DirectDebit,0,27,1,0
20200112,990.36,210,5.5,DirectDebit,1,27,0,0
20200114,1115.52,420,5.5,CreditCard,0,27,1,0
20200114,784.5096,84,5.5,Cash,6,27,0,0
20200114,1125.7176,420,5.5,CreditCard,0,27,0,0
20200116,923.16,210,10,DirectDebit,6,27,0,0
20200118,990.36,42,5.5,Cheque,4,27,1,0
20200119,587.16,21,5.5,Cash,1,27,1,1
20200119,797.16,126,6,DirectDebit,4,27,1,0
20200119,948.36,42,5.5,DirectDebit,3,27,0,0
20200120,990.36,210,5.5,DirectDebit,0,27,0,0
20200122,1168.8768,126,5.5,Cash,0,27,1,1
20200122,503.16,21.84,5.5,CreditCard,1,27,0,0
20200123,503.16,21,5.5,CreditCard,0,27,0,0
20200124,939.96,126,6.5,DirectDebit,5,27,1,0
20200127,607.32,42,5.5,DirectDebit,0,27,1,0
20200127,964.32,231,5.5,DirectDebit,4,27,0,0
20200127,948.36,210,8,DirectDebit,0,27,0,0
20200128,763.56,84,8,CreditCard,0,27,1,0
20200129,419.16,84,5.5,CreditCard,0,27,0,0
20200129,503.16,0,5.5,CreditCard,1,27,1,0
20200129,822.36,32.76,5.5,Cash,7,27,1,0
20200130,972.72,105,14,DirectDebit,4,27,0,0
20200130,972.0732,126,6,CreditCard,0,27,0,0
20200131,1029.9744,100.8,11,Cash,0,27,1,1
20200131,939.96,84,11,Cheque,3,27,0,0
20200131,427.1904,213.5952,5.5,Cash,0,27,0,0
20200131,672.6972,105,9.5,Cheque,1,27,1,0
20200131,755.16,126,9,CreditCard,4,27,0,0
20200201,1404.7236,25.2,6.36,Cash,1,27,0,0
20200202,300.804,25.2,28,Cash,0,27,0,1
20200202,1225.7364,210,9,CreditCard,1,27,1,0
20200202,1117.3344,4.2,6,Cheque,4,27,1,0
20200203,1094.0496,126,9,CreditCard,3,27,1,0
20200205,906.36,36.12,6,DirectDebit,1,27,1,1
20200206,724.9116,84,12,CreditCard,0,27,0,0
20200207,419.16,210,6,Cash,1,27,0,0
20200208,1479.912,252,6,Cash,0,27,0,0
20200210,944.16,63,6,Cash,1,27,1,0
20200211,1310.5848,25.2,6,Cash,0,27,1,1
20200211,519.96,4.2,6,CreditCard,8,27,0,0
20200212,724.9116,42,6,CreditCard,0,27,0,0
20200212,1117.3344,1117.3344,9,DirectDebit,0,27,1,0
20200216,533.2236,84,6.36,CreditCard,0,27,0,0
20200217,1074.36,42,6,Cash,0,27,0,1
20200217,755.16,126,8.5,Cheque,4,27,0,0
20200217,1094.0496,126,6.36,DirectDebit,6,27,0,0
20200219,410.76,84,8.5,DirectDebit,4,27,0,0
20200220,553.7616,33.6,32,Cash,0,27,1,0
20200221,1090.2528,4.2,6.5,CreditCard,1,27,1,0
20200221,1424.64,252,10.75,Cheque,0,27,0,0
20200222,656.6364,126,14,CreditCard,6,27,1,0
20200222,1283.52,147,6,CreditCard,0,27,1,0
20200223,839.16,63,6,Cash,0,27,1,1
20200224,502.4292,502.4292,21,Cash,0,27,0,0
20200225,738.36,30.24,6,Cash,0,27,1,1
20200225,1117.3344,84,9,Cheque,1,27,0,0
20200226,714.7728,84,12,CreditCard,4,27,1,0
20200302,1056.72,126,9,Cheque,3,27,0,0
20200303,1043.8764,84,20,DirectDebit,0,27,0,0
20200304,491.1396,15.96,32,Cash,0,27,0,1
20200304,1022.0532,63,14,Cash,0,27,1,0
20200304,839.16,210,9,DirectDebit,5,27,1,0
20200306,2148.72,33.6,6,DirectDebit,1,27,0,1
20200307,1612.6656,252,6,Cash,7,27,1,0
20200309,519.96,22.68,8.5,CreditCard,4,27,0,0
20200309,817.4628,84,6.5,Cash,6,27,1,0
20200311,972.4008,42,6.05,Cash,0,27,0,1
20200311,1358.0028,84,14,DirectDebit,0,27,1,0
20200311,603.96,21,6,Cash,1,27,0,0
20200312,351.96,351.96,0,Cash,0,27,0,0
20200313,1334.8608,147,6,CreditCard,4,27,0,0
20200313,125.16,125.16,20,Cash,8,27,1,0
20200316,672.6972,105,19,DirectDebit,4,27,1,0
20200317,780.36,84,8.5,DirectDebit,4,27,1,0
20200320,491.1396,21,32,Cash,0,27,1,1
20200320,549.8556,21,6,DirectDebit,2,27,0,0
20200320,519.96,22.68,6,Cash,0,27,1,0
20200320,313.6812,76.44,29,Cash,0,27,1,0
20200320,470.8704,470.8704,6,CreditCard,3,27,0,0
20200321,1056.72,1056.72,9,Cash,0,27,1,0
20200321,519.96,22.68,6,DirectDebit,4,27,1,0
20200322,839.16,33.6,6,Cash,1,27,1,1
20200323,923.16,126,6,DirectDebit,0,27,1,0
20200323,797.16,42,6,DirectDebit,1,27,1,0
20200324,906.36,42,6,Cash,1,27,0,1
20200325,1031.8224,84,6,Cheque,0,27,1,0
20200325,419.16,419.16,10,Cash,3,27,1,0
20200327,1103.3316,84,14,CreditCard,7,27,0,0
20200328,1115.52,126,12,DirectDebit,1,27,0,0
20200328,944.16,63,9,CreditCard,0,27,0,0
20200329,1492.68,105,14,DirectDebit,1,27,0,0
20200330,755.16,84,17,DirectDebit,7,27,1,0
20200331,590.1336,41.16,6.5,CreditCard,0,27,0,0
20200331,1160.1408,58.8,20,Cheque,1,27,1,0
20200331,528.57,84,6,CreditCard,5,27,1,0
20200403,251.16,251.16,0,Cash,1,27,1,0
20200407,2148.72,16.8,6,Cash,0,27,1,1
20200407,964.32,84,20,Cash,0,27,1,0
20200409,839.16,4.2,6,Cash,0,27,0,1
20200409,944.16,63,9,DirectDebit,0,27,0,0
20200413,755.16,84,12,CreditCard,4,27,1,0
20200414,551.1576,84,6,Cash,7,27,0,0
20200417,1032.36,40.32,10.25,Cash,0,27,1,1
20200418,1785,147,10.25,CreditCard,0,27,1,0
20200419,964.32,147,6,Cheque,0,27,0,0
20200420,904.2012,4.2,6,Cash,0,27,0,1
20200420,1074.36,126,6,DirectDebit,3,27,0,0
20200420,948.36,210,10.25,DirectDebit,6,27,0,0
20200421,2234.6688,8.4,6,Cheque,0,27,1,0
20200422,1920.1728,252,71.75,Cheque,1,27,0,0
20200422,813.6912,84,6,DirectDebit,0,27,1,0
20200424,656.6364,63,14,DirectDebit,3,27,0,0
20200424,839.16,126,10,DirectDebit,1,27,1,0
20200424,839.16,16.8,6,DirectDebit,3,27,0,0
20200425,1304.5032,25.2,6,CreditCard,0,27,1,0
20200425,839.16,4.2,6,Cheque,1,27,0,0
20200426,125.16,125.16,9.5,Cash,3,27,0,0
20200427,969.36,63,15.25,CreditCard,1,27,0,0
